timestamp,uri,x,y,z,vx,vy,vz,batteryV,battery%
==========================================
date: 2025-05-12
time: 21:24:38
distance: 2.25
velocity: 1.0
horizontalSeparation: 1.0
verticalSeparation: 0.75
heightAboveDefault: 0
trial: 3
==========================================
28670,radio://0/60/2M/E7E7E7E7E8,-1.493709921836853,-0.013040034100413322,0.537703275680542,0.055206298828125,-0.087646484375,0.03955078125,3.3624634742736816,10.0
28770,radio://0/60/2M/E7E7E7E7E8,-1.4770066738128662,-0.02281387336552143,0.5387946367263794,0.2646484375,-0.06781005859375,-0.007343292236328125,3.373020648956299,10.0
28870,radio://0/60/2M/E7E7E7E7E8,-1.439675211906433,-0.02971234917640686,0.5363507270812988,0.5185546875,-0.040283203125,-0.0494384765625,3.320234775543213,10.0
28970,radio://0/60/2M/E7E7E7E7E8,-1.3777819871902466,-0.03471764922142029,0.5315577983856201,0.77099609375,-0.032257080078125,-0.049835205078125,3.3519062995910645,10.0
29070,radio://0/60/2M/E7E7E7E7E8,-1.2972681522369385,-0.03814607113599777,0.5304303765296936,0.9296875,-0.0014181137084960938,8.344650268554688e-06,3.3519062995910645,10.0
29171,radio://0/60/2M/E7E7E7E7E8,-1.2049592733383179,-0.038831133395433426,0.5326987504959106,1.009765625,0.0261993408203125,0.03369140625,3.3677420616149902,10.0
29271,radio://0/60/2M/E7E7E7E7E8,-1.1109840869903564,-0.04041125997900963,0.5373151302337646,1.00390625,-0.0008111000061035156,0.045501708984375,3.3677420616149902,10.0
29371,radio://0/60/2M/E7E7E7E7E8,-1.0158239603042603,-0.04221794754266739,0.5407406091690063,0.99755859375,-0.007152557373046875,0.0117645263671875,3.373020648956299,10.0
29471,radio://0/60/2M/E7E7E7E7E8,-0.9169350862503052,-0.04398056119680405,0.535413920879364,0.990234375,0.00811767578125,-0.053314208984375,3.33079195022583,10.0
29570,radio://0/60/2M/E7E7E7E7E8,-0.8245532512664795,-0.04546966403722763,0.5318410396575928,0.96923828125,-0.00582122802734375,-0.05767822265625,3.357184886932373,10.0
29671,radio://0/60/2M/E7E7E7E7E8,-0.7302605509757996,-0.046423692256212234,0.5283960700035095,0.97998046875,0.00983428955078125,-0.04962158203125,3.3519062995910645,10.0
29770,radio://0/60/2M/E7E7E7E7E8,-0.6370254755020142,-0.05148162320256233,0.5240825414657593,0.96484375,-0.03790283203125,-0.047119140625,3.3360705375671387,10.0
29870,radio://0/60/2M/E7E7E7E7E8,-0.5409426689147949,-0.059392403811216354,0.5222230553627014,0.99169921875,-0.07489013671875,-0.0258636474609375,3.346627712249756,10.0
29970,radio://0/60/2M/E7E7E7E7E8,-0.44207513332366943,-0.07133161276578903,0.519206702709198,1.0078125,-0.11883544921875,-0.03375244140625,3.320234775543213,10.0
30071,radio://0/60/2M/E7E7E7E7E8,-0.3433276116847992,-0.09472466260194778,0.5213595628738403,1.05078125,-0.137451171875,-0.0100860595703125,3.3519062995910645,10.0
30171,radio://0/60/2M/E7E7E7E7E8,-0.2415461540222168,-0.10112123191356659,0.5174766182899475,1.0185546875,-0.10589599609375,-0.010955810546875,3.314955949783325,10.0
30271,radio://0/60/2M/E7E7E7E7E8,-0.1415504515171051,-0.11593412607908249,0.5144621133804321,0.99853515625,-0.10736083984375,-0.01259613037109375,3.304398775100708,10.0
30372,radio://0/60/2M/E7E7E7E7E8,-0.041438762098550797,-0.13082285225391388,0.5117228627204895,0.9970703125,-0.10931396484375,-0.0161895751953125,3.33079195022583,10.0
30472,radio://0/60/2M/E7E7E7E7E8,0.05636734887957573,-0.14740878343582153,0.5096578001976013,0.9677734375,-0.128173828125,0.0198211669921875,3.33079195022583,10.0
30571,radio://0/60/2M/E7E7E7E7E8,0.15292856097221375,-0.16511471569538116,0.5126351118087769,0.97314453125,-0.1187744140625,0.055908203125,3.357184886932373,10.0
30671,radio://0/60/2M/E7E7E7E7E8,0.24855530261993408,-0.18099410831928253,0.5179027915000916,0.96435546875,-0.10882568359375,0.08160400390625,3.3677420616149902,10.0
30771,radio://0/60/2M/E7E7E7E7E8,0.3449816405773163,-0.19423922896385193,0.5256219506263733,0.97216796875,-0.095947265625,0.10137939453125,3.3782992362976074,10.0
30871,radio://0/60/2M/E7E7E7E7E8,0.44166988134384155,-0.2058688998222351,0.5331372618675232,0.9716796875,-0.0811767578125,0.08929443359375,3.373020648956299,10.0
