timestamp,URI,vx,vy,vz
568965,radio://0/80/2M/E7E7E7E7E7,-0.197313591837883,-0.011919423937797546,-0.21642228960990906
569065,radio://0/80/2M/E7E7E7E7E7,-0.17815396189689636,-0.014711733907461166,-0.20191635191440582
569165,radio://0/80/2M/E7E7E7E7E7,-0.1850261688232422,-0.0223234873265028,-0.15390518307685852
569266,radio://0/80/2M/E7E7E7E7E7,0.02631717175245285,-0.024658650159835815,-0.08793668448925018
569365,radio://0/80/2M/E7E7E7E7E7,-0.08498251438140869,-0.034300796687603,-0.11221195757389069
569465,radio://0/80/2M/E7E7E7E7E7,-0.40520328283309937,-0.03853693976998329,-0.14904175698757172
569565,radio://0/80/2M/E7E7E7E7E7,-0.3579663336277008,-0.021191174164414406,-0.09088581055402756
569666,radio://0/80/2M/E7E7E7E7E7,-0.2784169614315033,0.0002027086156886071,0.0320223905146122
569766,radio://0/80/2M/E7E7E7E7E7,-0.23269402980804443,0.011004273779690266,0.10963861644268036
569866,radio://0/80/2M/E7E7E7E7E7,-0.19739742577075958,0.01483337301760912,0.20986992120742798
569965,radio://0/80/2M/E7E7E7E7E7,-0.20060224831104279,0.025847692042589188,0.32041242718696594
570065,radio://0/80/2M/E7E7E7E7E7,-0.2773459851741791,0.0199587419629097,0.467510849237442
570165,radio://0/80/2M/E7E7E7E7E7,-0.110962875187397,0.01590389758348465,0.5938873291015625
570266,radio://0/80/2M/E7E7E7E7E7,-0.04356994479894638,0.015485764481127262,0.697710394859314
570366,radio://0/80/2M/E7E7E7E7E7,0.03782705217599869,0.01199421752244234,0.7418073415756226
570466,radio://0/80/2M/E7E7E7E7E7,0.0687807947397232,0.004256134387105703,0.7179785966873169
570566,radio://0/80/2M/E7E7E7E7E7,0.06251022219657898,-0.007395674008876085,0.6442319750785828
570666,radio://0/80/2M/E7E7E7E7E7,0.04199269041419029,-0.016103193163871765,0.5331439971923828
570766,radio://0/80/2M/E7E7E7E7E7,0.002482109237462282,-0.02053716592490673,0.39435893297195435
570867,radio://0/80/2M/E7E7E7E7E7,-0.036397986114025116,-0.017840294167399406,0.24921144545078278
570967,radio://0/80/2M/E7E7E7E7E7,-0.14560315012931824,-0.007053259760141373,0.06698094308376312
571067,radio://0/80/2M/E7E7E7E7E7,-0.31153902411460876,-0.008873295038938522,-0.07893156260251999
571167,radio://0/80/2M/E7E7E7E7E7,0.14956851303577423,-0.011044171638786793,-0.06992451101541519
571266,radio://0/80/2M/E7E7E7E7E7,0.03200956806540489,-0.012111276388168335,-0.13122797012329102
571366,radio://0/80/2M/E7E7E7E7E7,-0.07474040240049362,-0.031506869941949844,-0.15348345041275024
