timestamp,uri,x,y,z,vx,vy,vz,battery
==========================================
date: 2025-04-24
time 16:16:15
relativePosition: (-1, 1)
longitudinalSeparation: 
latitudinalSeparation: 
velocity: 0.2
==========================================
34482,radio://0/80/2M/E7E7E7E7E4,0.4464426338672638,-0.1736566424369812,1.6815073490142822,0.10693359375,0.01531219482421875,-0.024658203125,3.594721555709839
34582,radio://0/80/2M/E7E7E7E7E4,0.4596560299396515,-0.17655925452709198,1.674924612045288,0.138916015625,0.00769805908203125,-0.0312347412109375,3.594721555709839
34682,radio://0/80/2M/E7E7E7E7E4,0.47335362434387207,-0.18155741691589355,1.6682612895965576,0.1429443359375,-0.0027523040771484375,-0.03741455078125,3.594721555709839
34782,radio://0/80/2M/E7E7E7E7E4,0.48578956723213196,-0.18836554884910583,1.6615370512008667,0.12396240234375,-0.01276397705078125,-0.030548095703125,3.5894429683685303
34882,radio://0/80/2M/E7E7E7E7E4,0.49601036310195923,-0.19392921030521393,1.6569846868515015,0.09393310546875,-0.010833740234375,-0.0220489501953125,3.594721555709839
34982,radio://0/80/2M/E7E7E7E7E4,0.5030345916748047,-0.19623874127864838,1.6535571813583374,0.060028076171875,0.003810882568359375,-0.0198974609375,3.594721555709839
35082,radio://0/80/2M/E7E7E7E7E4,0.5062159299850464,-0.19668754935264587,1.6503565311431885,0.027191162109375,0.021575927734375,-0.014129638671875,3.5894429683685303
35182,radio://0/80/2M/E7E7E7E7E4,0.5066500902175903,-0.19362691044807434,1.6477752923965454,0.0029735565185546875,0.0423583984375,-0.0157470703125,3.5894429683685303
35282,radio://0/80/2M/E7E7E7E7E4,0.5059809684753418,-0.18824735283851624,1.645621657371521,-0.00901031494140625,0.05865478515625,-0.0194549560546875,3.5894429683685303
35382,radio://0/80/2M/E7E7E7E7E4,0.50436931848526,-0.1809239387512207,1.643458604812622,-0.01340484619140625,0.06884765625,-0.02008056640625,3.5894429683685303
35482,radio://0/80/2M/E7E7E7E7E4,0.5030560493469238,-0.17403370141983032,1.6417208909988403,-0.012115478515625,0.0677490234375,-0.01557159423828125,3.5894429683685303
35582,radio://0/80/2M/E7E7E7E7E4,0.5005059838294983,-0.16502957046031952,1.6418486833572388,-0.01352691650390625,0.0657958984375,-0.0200653076171875,3.5894429683685303
35682,radio://0/80/2M/E7E7E7E7E4,0.4991547763347626,-0.1590081751346588,1.6398754119873047,-0.01256561279296875,0.054534912109375,-0.020599365234375,3.594721555709839
35782,radio://0/80/2M/E7E7E7E7E4,0.4957157373428345,-0.14954456686973572,1.6436516046524048,-0.01849365234375,0.05169677734375,-0.003448486328125,3.594721555709839
35882,radio://0/80/2M/E7E7E7E7E4,0.49333688616752625,-0.14399001002311707,1.6435253620147705,-0.0230865478515625,0.042877197265625,-0.0205841064453125,3.594721555709839
35982,radio://0/80/2M/E7E7E7E7E4,0.490242600440979,-0.1386137157678604,1.6420505046844482,-0.0304107666015625,0.0382080078125,-0.030303955078125,3.5894429683685303
36082,radio://0/80/2M/E7E7E7E7E4,0.4865056872367859,-0.13355396687984467,1.6396406888961792,-0.0394287109375,0.0386962890625,-0.033355712890625,3.5894429683685303
36182,radio://0/80/2M/E7E7E7E7E4,0.4817848801612854,-0.12653444707393646,1.636536717414856,-0.0509033203125,0.047149658203125,-0.044281005859375,3.5894429683685303
36282,radio://0/80/2M/E7E7E7E7E4,0.47613048553466797,-0.11846806108951569,1.632165789604187,-0.0631103515625,0.0609130859375,-0.043731689453125,3.5894429683685303
36382,radio://0/80/2M/E7E7E7E7E4,0.46932685375213623,-0.11047960072755814,1.6274693012237549,-0.07794189453125,0.07232666015625,-0.048858642578125,3.5841643810272217
36482,radio://0/80/2M/E7E7E7E7E4,0.4611339569091797,-0.1013701781630516,1.6225917339324951,-0.09417724609375,0.08453369140625,-0.04345703125,3.5841643810272217
36582,radio://0/80/2M/E7E7E7E7E4,0.45155811309814453,-0.09120902419090271,1.6179062128067017,-0.110595703125,0.09686279296875,-0.044036865234375,3.5841643810272217
36682,radio://0/80/2M/E7E7E7E7E4,0.4418463408946991,-0.08075471222400665,1.614354133605957,-0.125,0.10906982421875,-0.03973388671875,3.5841643810272217
36782,radio://0/80/2M/E7E7E7E7E4,0.43030211329460144,-0.06854011863470078,1.6112452745437622,-0.1402587890625,0.122802734375,-0.027099609375,3.5841643810272217
36882,radio://0/80/2M/E7E7E7E7E4,0.4164375066757202,-0.055334582924842834,1.6098833084106445,-0.1588134765625,0.1378173828125,-0.0117340087890625,3.5841643810272217
36982,radio://0/80/2M/E7E7E7E7E4,0.3998202085494995,-0.040209442377090454,1.6092746257781982,-0.17919921875,0.155029296875,-0.00797271728515625,3.5894429683685303
37082,radio://0/80/2M/E7E7E7E7E4,0.38372185826301575,-0.024100877344608307,1.6076362133026123,-0.194091796875,0.171875,-0.023956298828125,3.5841643810272217
37182,radio://0/80/2M/E7E7E7E7E4,0.3661069869995117,-0.0063171423971652985,1.6049747467041016,-0.2091064453125,0.189453125,-0.0203857421875,3.5841643810272217
37282,radio://0/80/2M/E7E7E7E7E4,0.34629398584365845,0.013048233464360237,1.6018033027648926,-0.22607421875,0.205810546875,-0.033935546875,3.5841643810272217
37382,radio://0/80/2M/E7E7E7E7E4,0.3243694305419922,0.034070517867803574,1.5987663269042969,-0.2435302734375,0.2220458984375,-0.0216827392578125,3.5841643810272217
37482,radio://0/80/2M/E7E7E7E7E4,0.3018650710582733,0.05573543161153793,1.5964062213897705,-0.25634765625,0.234619140625,-0.0184478759765625,3.5841643810272217
