timestamp,URI,x,y,z,batV
568961,radio://0/80/2M/E7E7E7E7E7,0.081260547041893,-0.5300046801567078,0.0923226997256279,3.10909104347229
569061,radio://0/80/2M/E7E7E7E7E7,0.08179721236228943,-0.5304629802703857,0.09272076934576035,3.3677420616149902
569161,radio://0/80/2M/E7E7E7E7E7,0.08140499144792557,-0.5319090485572815,0.09591253846883774,3.462756633758545
569261,radio://0/80/2M/E7E7E7E7E7,0.07522368431091309,-0.5330848097801208,0.10236305743455887,3.5102639198303223
569361,radio://0/80/2M/E7E7E7E7E7,0.059714678674936295,-0.5358662009239197,0.10574079304933548,3.4310851097106934
569461,radio://0/80/2M/E7E7E7E7E7,0.03748536482453346,-0.5386049151420593,0.11063650250434875,3.4046921730041504
569561,radio://0/80/2M/E7E7E7E7E7,0.013965345919132233,-0.5403718948364258,0.11813031136989594,3.357184886932373
569661,radio://0/80/2M/E7E7E7E7E7,-0.005459740292280912,-0.5407289862632751,0.13402333855628967,3.3360705375671387
569761,radio://0/80/2M/E7E7E7E7E7,-0.020226608961820602,-0.5391682982444763,0.15898263454437256,3.2991201877593994
569861,radio://0/80/2M/E7E7E7E7E7,-0.030462296679615974,-0.5371753573417664,0.19317172467708588,3.2727272510528564
569961,radio://0/80/2M/E7E7E7E7E7,-0.03779323399066925,-0.533554196357727,0.23842474818229675,3.225219964981079
570061,radio://0/80/2M/E7E7E7E7E7,-0.04684107378125191,-0.531515896320343,0.29902955889701843,3.267448663711548
570161,radio://0/80/2M/E7E7E7E7E7,-0.029078654944896698,-0.5281438827514648,0.37067458033561707,3.2568914890289307
570261,radio://0/80/2M/E7E7E7E7E7,-0.04088195413351059,-0.5232217311859131,0.4477776288986206,3.314955949783325
570361,radio://0/80/2M/E7E7E7E7E7,-0.03434997424483299,-0.5189132690429688,0.5381945371627808,3.3360705375671387
570461,radio://0/80/2M/E7E7E7E7E7,-0.02886996790766716,-0.5150878429412842,0.6330459713935852,3.383577823638916
570561,radio://0/80/2M/E7E7E7E7E7,-0.02595670334994793,-0.5121827721595764,0.7318888902664185,3.3888564109802246
570661,radio://0/80/2M/E7E7E7E7E7,-0.029182735830545425,-0.510067880153656,0.812168300151825,3.399413585662842
570761,radio://0/80/2M/E7E7E7E7E7,-0.03715495765209198,-0.5084362030029297,0.8887502551078796,3.420527935028076
570861,radio://0/80/2M/E7E7E7E7E7,-0.05166754871606827,-0.5068920254707336,0.9547688364982605,3.399413585662842
570961,radio://0/80/2M/E7E7E7E7E7,-0.07289711385965347,-0.5039569139480591,1.00967538356781,3.409970760345459
571061,radio://0/80/2M/E7E7E7E7E7,-0.10358185321092606,-0.5025001168251038,1.0524526834487915,3.409970760345459
571161,radio://0/80/2M/E7E7E7E7E7,-0.1354241967201233,-0.5001577734947205,1.0872561931610107,3.383577823638916
571261,radio://0/80/2M/E7E7E7E7E7,-0.15837179124355316,-0.49808281660079956,1.1152658462524414,3.3888564109802246
571361,radio://0/80/2M/E7E7E7E7E7,-0.20767584443092346,-0.49947991967201233,1.1352630853652954,3.383577823638916
571461,radio://0/80/2M/E7E7E7E7E7,-0.26699966192245483,-0.5028179883956909,1.1521275043487549,3.394134998321533
571561,radio://0/80/2M/E7E7E7E7E7,-0.2851099371910095,-0.5128840208053589,1.1613370180130005,3.399413585662842
571661,radio://0/80/2M/E7E7E7E7E7,-0.281517893075943,-0.5287045240402222,1.1628501415252686,3.3782992362976074
571761,radio://0/80/2M/E7E7E7E7E7,-0.18939074873924255,-0.5513164401054382,1.159325122833252,3.3888564109802246
571861,radio://0/80/2M/E7E7E7E7E7,-0.1865459829568863,-0.5684565305709839,1.1469911336898804,3.383577823638916
571961,radio://0/80/2M/E7E7E7E7E7,-0.16559620201587677,-0.5803868770599365,1.1300190687179565,3.3624634742736816
572061,radio://0/80/2M/E7E7E7E7E7,-0.12981753051280975,-0.5861042737960815,1.1101558208465576,3.3360705375671387
572161,radio://0/80/2M/E7E7E7E7E7,-0.08044135570526123,-0.5844694375991821,1.0899454355239868,3.3360705375671387
572261,radio://0/80/2M/E7E7E7E7E7,-0.024642338976264,-0.5764718055725098,1.0704578161239624,3.33079195022583
572361,radio://0/80/2M/E7E7E7E7E7,0.0288673285394907,-0.5612288117408752,1.0532128810882568,3.320234775543213
572461,radio://0/80/2M/E7E7E7E7E7,0.06824947148561478,-0.5372941493988037,1.0398986339569092,3.320234775543213
572561,radio://0/80/2M/E7E7E7E7E7,0.08398411422967911,-0.5020206570625305,1.0289041996002197,3.304398775100708
572661,radio://0/80/2M/E7E7E7E7E7,0.06945007294416428,-0.4527096152305603,1.0216017961502075,3.293841600418091
572761,radio://0/80/2M/E7E7E7E7E7,0.0247529037296772,-0.3872659504413605,1.0180954933166504,3.2885630130767822
572861,radio://0/80/2M/E7E7E7E7E7,-0.04059130698442459,-0.3093216121196747,1.0204203128814697,3.314955949783325
572961,radio://0/80/2M/E7E7E7E7E7,-0.11266268044710159,-0.22405651211738586,1.0292816162109375,3.3624634742736816
573061,radio://0/80/2M/E7E7E7E7E7,-0.17785781621932983,-0.1391340047121048,1.0399999618530273,3.399413585662842
573161,radio://0/80/2M/E7E7E7E7E7,-0.2355542629957199,-0.057499609887599945,1.0476372241973877,3.399413585662842
573261,radio://0/80/2M/E7E7E7E7E7,-0.2878665328025818,0.016806120052933693,1.049134373664856,3.383577823638916
573361,radio://0/80/2M/E7E7E7E7E7,-0.3393558859825134,0.08611591905355453,1.045960545539856,3.357184886932373
573461,radio://0/80/2M/E7E7E7E7E7,-0.3961179554462433,0.15104439854621887,1.0405253171920776,3.33079195022583
573561,radio://0/80/2M/E7E7E7E7E7,-0.4606824815273285,0.21423572301864624,1.034797191619873,3.3255133628845215
573661,radio://0/80/2M/E7E7E7E7E7,-0.5345606803894043,0.2775304913520813,1.031661033630371,3.33079195022583
573761,radio://0/80/2M/E7E7E7E7E7,-0.6127223372459412,0.33864516019821167,1.0303000211715698,3.346627712249756
573861,radio://0/80/2M/E7E7E7E7E7,-0.682521641254425,0.39074504375457764,1.0301040410995483,3.3624634742736816
573961,radio://0/80/2M/E7E7E7E7E7,-0.7540814280509949,0.44170427322387695,1.0285602807998657,3.3519062995910645
574061,radio://0/80/2M/E7E7E7E7E7,-0.81670081615448,0.4831361472606659,1.0234947204589844,3.33079195022583
574161,radio://0/80/2M/E7E7E7E7E7,-0.8672277331352234,0.5147768259048462,1.0158557891845703,3.3096773624420166
574261,radio://0/80/2M/E7E7E7E7E7,-0.906712532043457,0.5379851460456848,1.0066767930984497,3.2885630130767822
574361,radio://0/80/2M/E7E7E7E7E7,-0.936252236366272,0.5531132817268372,0.9979168772697449,3.2991201877593994
574461,radio://0/80/2M/E7E7E7E7E7,-0.9566528797149658,0.5613935589790344,0.9927254915237427,3.2991201877593994
574561,radio://0/80/2M/E7E7E7E7E7,-0.9707841277122498,0.5658518671989441,0.9909403920173645,3.3096773624420166
574661,radio://0/80/2M/E7E7E7E7E7,-0.9788985848426819,0.5660785436630249,0.9919727444648743,3.320234775543213
574761,radio://0/80/2M/E7E7E7E7E7,-0.9812204837799072,0.56061190366745,0.9935340881347656,3.3255133628845215
574861,radio://0/80/2M/E7E7E7E7E7,-0.976072371006012,0.5475637316703796,0.9938057661056519,3.314955949783325
574961,radio://0/80/2M/E7E7E7E7E7,-0.9587209820747375,0.5221908688545227,0.9891360402107239,3.2885630130767822
575061,radio://0/80/2M/E7E7E7E7E7,-0.9285964369773865,0.4836622476577759,0.9808364510536194,3.2568914890289307
575161,radio://0/80/2M/E7E7E7E7E7,-0.8838974833488464,0.4286673069000244,0.9674299359321594,3.225219964981079
575261,radio://0/80/2M/E7E7E7E7E7,-0.8219765424728394,0.35855332016944885,0.9533445239067078,3.1829912662506104
575361,radio://0/80/2M/E7E7E7E7E7,-0.7421920299530029,0.28691983222961426,0.9468918442726135,3.198827028274536
575461,radio://0/80/2M/E7E7E7E7E7,-0.6481524705886841,0.21781164407730103,0.9501543045043945,3.2621700763702393
575561,radio://0/80/2M/E7E7E7E7E7,-0.5555971264839172,0.15076377987861633,0.9614719748497009,3.304398775100708
575661,radio://0/80/2M/E7E7E7E7E7,-0.46888843178749084,0.07609420269727707,0.9739774465560913,3.304398775100708
575761,radio://0/80/2M/E7E7E7E7E7,-0.39556533098220825,0.004794458393007517,0.9859396815299988,3.2885630130767822
575861,radio://0/80/2M/E7E7E7E7E7,-0.31098607182502747,-0.08003590255975723,0.9992296695709229,3.2991201877593994
575961,radio://0/80/2M/E7E7E7E7E7,-0.22094012796878815,-0.1672259122133255,1.013514757156372,3.2991201877593994
576061,radio://0/80/2M/E7E7E7E7E7,-0.12868459522724152,-0.24948987364768982,1.0302512645721436,3.3413491249084473
