timestamp,URI,vx,vy,vz
509502,radio://0/80/2M/E7E7E7E7E7,0.19206750392913818,0.0038583388086408377,-0.11029941588640213
509602,radio://0/80/2M/E7E7E7E7E7,0.2494555413722992,0.00233259005472064,-0.10745231807231903
509702,radio://0/80/2M/E7E7E7E7E7,0.2867051064968109,0.0013618115335702896,-0.09658058732748032
509802,radio://0/80/2M/E7E7E7E7E7,0.27231818437576294,-0.0013684580335393548,-0.0652400404214859
509902,radio://0/80/2M/E7E7E7E7E7,0.2542055547237396,-0.027562115341424942,-0.0507575161755085
510002,radio://0/80/2M/E7E7E7E7E7,0.262774258852005,-0.019121114164590836,-0.021222008392214775
510102,radio://0/80/2M/E7E7E7E7E7,0.35128307342529297,-0.018415408208966255,0.031785689294338226
510202,radio://0/80/2M/E7E7E7E7E7,0.4601671099662781,-0.01575322449207306,0.1055895984172821
510302,radio://0/80/2M/E7E7E7E7E7,0.5203697085380554,-0.0057747382670640945,0.19758495688438416
510402,radio://0/80/2M/E7E7E7E7E7,0.5715209245681763,0.01358702965080738,0.3011651039123535
510502,radio://0/80/2M/E7E7E7E7E7,0.5803308486938477,0.027710141614079475,0.4385039508342743
510602,radio://0/80/2M/E7E7E7E7E7,0.561099112033844,0.04110825061798096,0.5691273808479309
510702,radio://0/80/2M/E7E7E7E7E7,0.5339069962501526,0.0535682775080204,0.6873766779899597
510802,radio://0/80/2M/E7E7E7E7E7,0.5299409031867981,0.06026344746351242,0.7777302861213684
510902,radio://0/80/2M/E7E7E7E7E7,0.5718023180961609,0.05625256896018982,0.8301445245742798
511002,radio://0/80/2M/E7E7E7E7E7,0.5999479293823242,0.04867921769618988,0.8143464922904968
511102,radio://0/80/2M/E7E7E7E7E7,0.6352163553237915,0.0385570265352726,0.7617039084434509
511202,radio://0/80/2M/E7E7E7E7E7,0.6626793146133423,0.03242684528231621,0.6526411175727844
511302,radio://0/80/2M/E7E7E7E7E7,0.6857588291168213,0.02446162700653076,0.5099132061004639
511402,radio://0/80/2M/E7E7E7E7E7,0.7226614952087402,0.009720763191580772,0.3687095642089844
511502,radio://0/80/2M/E7E7E7E7E7,0.7789544463157654,-0.00015025622269604355,0.24209806323051453
511602,radio://0/80/2M/E7E7E7E7E7,0.19641421735286713,0.005032415501773357,-0.029888469725847244
511702,radio://0/80/2M/E7E7E7E7E7,0.6213715076446533,-0.011431480757892132,0.007734674960374832
511802,radio://0/80/2M/E7E7E7E7E7,0.6745105981826782,-0.007830356247723103,-0.050711359828710556
511902,radio://0/80/2M/E7E7E7E7E7,0.7485138773918152,-0.006407180335372686,-0.07877171784639359
512002,radio://0/80/2M/E7E7E7E7E7,0.8926639556884766,-0.0004722212615888566,-0.09775111079216003
512102,radio://0/80/2M/E7E7E7E7E7,0.9224733114242554,0.0020162274595350027,-0.16518640518188477
512202,radio://0/80/2M/E7E7E7E7E7,0.9660111665725708,0.0058933827094733715,-0.21511390805244446
512302,radio://0/80/2M/E7E7E7E7E7,0.9514975547790527,0.01091818604618311,-0.2592458724975586
512402,radio://0/80/2M/E7E7E7E7E7,0.9290422797203064,0.022345107048749924,-0.2868422567844391
512502,radio://0/80/2M/E7E7E7E7E7,0.8789867162704468,0.03697824478149414,-0.3169451951980591
512602,radio://0/80/2M/E7E7E7E7E7,0.9120846390724182,0.059524375945329666,-0.30832743644714355
512702,radio://0/80/2M/E7E7E7E7E7,0.2856161594390869,0.058107759803533554,-0.4613376259803772
512802,radio://0/80/2M/E7E7E7E7E7,0.34358707070350647,0.060815129429101944,-0.418546587228775
512902,radio://0/80/2M/E7E7E7E7E7,0.5480296611785889,0.04586457833647728,-0.3941815197467804
513002,radio://0/80/2M/E7E7E7E7E7,0.316566526889801,-0.004937448538839817,-0.5332179665565491
513102,radio://0/80/2M/E7E7E7E7E7,0.48003265261650085,-0.034426476806402206,-0.5732449889183044
513202,radio://0/80/2M/E7E7E7E7E7,0.6609512567520142,-0.052271317690610886,-0.6434437036514282
513302,radio://0/80/2M/E7E7E7E7E7,0.7064706683158875,-0.053189005702733994,-0.773654043674469
513402,radio://0/80/2M/E7E7E7E7E7,1.3620131015777588,0.009465256705880165,-0.783554196357727
513502,radio://0/80/2M/E7E7E7E7E7,1.1869795322418213,0.04606230929493904,-0.9698264598846436
513602,radio://0/80/2M/E7E7E7E7E7,0.9228358864784241,0.09564357995986938,-1.1293368339538574
513702,radio://0/80/2M/E7E7E7E7E7,0.6730831861495972,0.13781850039958954,-1.1890803575515747
513802,radio://0/80/2M/E7E7E7E7E7,0.47377070784568787,0.13905729353427887,-1.182588815689087
513902,radio://0/80/2M/E7E7E7E7E7,0.4130405783653259,0.11925368010997772,-1.1333874464035034
514002,radio://0/80/2M/E7E7E7E7E7,0.4340977668762207,0.08039214462041855,-1.1006345748901367
514102,radio://0/80/2M/E7E7E7E7E7,0.5167871713638306,0.0409538596868515,-1.0961549282073975
514202,radio://0/80/2M/E7E7E7E7E7,-0.008727937936782837,-0.021654244512319565,-1.1924235820770264
514302,radio://0/80/2M/E7E7E7E7E7,0.19923214614391327,-0.004030732903629541,-1.1210743188858032
514402,radio://0/80/2M/E7E7E7E7E7,0.5146159529685974,0.01213771291077137,-1.007956862449646
514502,radio://0/80/2M/E7E7E7E7E7,0.6439021229743958,0.06297363340854645,-0.6661906838417053
514602,radio://0/80/2M/E7E7E7E7E7,0.6644471883773804,0.11706727743148804,-0.25546181201934814
514702,radio://0/80/2M/E7E7E7E7E7,0.6692909002304077,0.12830469012260437,-0.22404803335666656
514802,radio://0/80/2M/E7E7E7E7E7,1.039798378944397,0.08726371079683304,-0.09082743525505066
514902,radio://0/80/2M/E7E7E7E7E7,0.847288191318512,0.030139565467834473,-0.08543910086154938
515002,radio://0/80/2M/E7E7E7E7E7,0.7355300784111023,-0.0037676282227039337,-0.08211470395326614
515102,radio://0/80/2M/E7E7E7E7E7,0.6517967581748962,-0.02432788535952568,-0.07938618212938309
515202,radio://0/80/2M/E7E7E7E7E7,0.5918446183204651,-0.03668997064232826,-0.07865237444639206
515302,radio://0/80/2M/E7E7E7E7E7,0.5689464807510376,-0.040507372468709946,-0.07291712611913681
515402,radio://0/80/2M/E7E7E7E7E7,0.5011041164398193,-0.03847171366214752,-0.07714138180017471
